instancia,heuristica,tenure,max_iter_param,no_improve_param,neighborhood,n_particles,w,c1,c2,v_max,execucao,semente,melhor_valor,valor_otimo,gap_pct,tempo_s,iter_convergencia,total_iteracoes
P04,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,2,43,107,107.0,0.0,0.0816,0,100
P04,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,3,44,107,107.0,0.0,0.0809,0,100
P04,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,4,45,107,107.0,0.0,0.0824,0,100
P04,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,5,46,107,107.0,0.0,0.0807,0,100
P04,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,1,42,107,107.0,0.0,0.2264,0,300
P04,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,2,43,107,107.0,0.0,0.2392,0,300
P04,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,3,44,107,107.0,0.0,0.219,0,300
P04,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,4,45,107,107.0,0.0,0.226,0,300
P04,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,5,46,107,107.0,0.0,0.2155,0,300
P04,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,1,42,107,107.0,0.0,0.2175,0,300
P04,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,2,43,107,107.0,0.0,0.2195,0,300
P04,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,3,44,107,107.0,0.0,0.2195,0,300
P04,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,4,45,107,107.0,0.0,0.2213,0,300
P04,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,5,46,107,107.0,0.0,0.2359,0,300
P04,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,1,42,107,107.0,0.0,0.2393,0,300
P04,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,2,43,107,107.0,0.0,0.2324,0,300
P04,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,3,44,107,107.0,0.0,0.2318,0,300
P04,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,4,45,107,107.0,0.0,0.2312,0,300
P04,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,5,46,107,107.0,0.0,0.2325,0,300
P04,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,1,42,107,107.0,0.0,0.3485,0,300
P04,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,2,43,107,107.0,0.0,0.2367,0,300
P04,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,3,44,107,107.0,0.0,0.2304,0,300
P04,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,4,45,107,107.0,0.0,0.2385,0,300
P04,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,5,46,107,107.0,0.0,0.2326,0,300
P04,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,1,42,107,107.0,0.0,0.2415,0,300
P04,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,2,43,107,107.0,0.0,0.2402,0,300
P04,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,3,44,107,107.0,0.0,0.2509,0,300
P04,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,4,45,107,107.0,0.0,0.238,0,300
P04,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,5,46,107,107.0,0.0,0.2436,0,300
P04,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,1,42,107,107.0,0.0,0.2439,0,300
P04,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,2,43,107,107.0,0.0,0.2447,0,300
P04,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,3,44,107,107.0,0.0,0.2464,0,300
P04,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,4,45,107,107.0,0.0,0.2476,0,300
P04,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,5,46,107,107.0,0.0,0.2496,0,300
P05,BuscaTabu,10.0,500,100.0,flip,,,,,,1,42,900,900.0,0.0,0.0024,27,127
P05,BuscaTabu,10.0,500,100.0,flip,,,,,,2,43,900,900.0,0.0,0.0022,27,127
P05,BuscaTabu,10.0,500,100.0,flip,,,,,,3,44,900,900.0,0.0,0.0025,27,127
P05,BuscaTabu,10.0,500,100.0,flip,,,,,,4,45,900,900.0,0.0,0.0028,27,127
P05,BuscaTabu,10.0,500,100.0,flip,,,,,,5,46,900,900.0,0.0,0.0028,27,127
P05,BuscaTabu,10.0,500,100.0,swap,,,,,,1,42,858,900.0,4.666666666666667,0.0001,0,0
P05,BuscaTabu,10.0,500,100.0,swap,,,,,,2,43,858,900.0,4.666666666666667,0.0001,0,0
P05,BuscaTabu,10.0,500,100.0,swap,,,,,,3,44,858,900.0,4.666666666666667,0.0001,0,0
P05,BuscaTabu,10.0,500,100.0,swap,,,,,,4,45,858,900.0,4.666666666666667,0.0001,0,0
P05,BuscaTabu,10.0,500,100.0,swap,,,,,,5,46,858,900.0,4.666666666666667,0.0001,0,0
P05,BuscaTabu,10.0,1000,100.0,flip,,,,,,1,42,900,900.0,0.0,0.0027,27,127
P05,BuscaTabu,10.0,1000,100.0,flip,,,,,,2,43,900,900.0,0.0,0.0028,27,127
P05,BuscaTabu,10.0,1000,100.0,flip,,,,,,3,44,900,900.0,0.0,0.0028,27,127
P05,BuscaTabu,10.0,1000,100.0,flip,,,,,,4,45,900,900.0,0.0,0.0029,27,127
P05,BuscaTabu,10.0,1000,100.0,flip,,,,,,5,46,900,900.0,0.0,0.0026,27,127
P05,BuscaTabu,10.0,1000,100.0,swap,,,,,,1,42,858,900.0,4.666666666666667,0.0001,0,0
P05,BuscaTabu,10.0,1000,100.0,swap,,,,,,2,43,858,900.0,4.666666666666667,0.0,0,0
P05,BuscaTabu,10.0,1000,100.0,swap,,,,,,3,44,858,900.0,4.666666666666667,0.0,0,0
P05,BuscaTabu,10.0,1000,100.0,swap,,,,,,4,45,858,900.0,4.666666666666667,0.0,0,0
P05,BuscaTabu,10.0,1000,100.0,swap,,,,,,5,46,858,900.0,4.666666666666667,0.0,0,0
P05,BuscaTabu,20.0,500,100.0,flip,,,,,,1,42,900,900.0,0.0,0.0023,37,137
P05,BuscaTabu,20.0,500,100.0,flip,,,,,,2,43,900,900.0,0.0,0.0022,37,137
P05,BuscaTabu,20.0,500,100.0,flip,,,,,,3,44,900,900.0,0.0,0.0021,37,137
P05,BuscaTabu,20.0,500,100.0,flip,,,,,,4,45,900,900.0,0.0,0.0021,37,137
P05,BuscaTabu,20.0,500,100.0,flip,,,,,,5,46,900,900.0,0.0,0.002,37,137
P05,BuscaTabu,20.0,500,100.0,swap,,,,,,1,42,858,900.0,4.666666666666667,0.0,0,0
P05,BuscaTabu,20.0,500,100.0,swap,,,,,,2,43,858,900.0,4.666666666666667,0.0,0,0
P05,BuscaTabu,20.0,500,100.0,swap,,,,,,3,44,858,900.0,4.666666666666667,0.0,0,0
P05,BuscaTabu,20.0,500,100.0,swap,,,,,,4,45,858,900.0,4.666666666666667,0.0,0,0
P05,BuscaTabu,20.0,500,100.0,swap,,,,,,5,46,858,900.0,4.666666666666667,0.0,0,0
P05,BuscaTabu,20.0,1000,100.0,flip,,,,,,1,42,900,900.0,0.0,0.0026,37,137
P05,BuscaTabu,20.0,1000,100.0,flip,,,,,,2,43,900,900.0,0.0,0.0025,37,137
P05,BuscaTabu,20.0,1000,100.0,flip,,,,,,3,44,900,900.0,0.0,0.003,37,137
P05,BuscaTabu,20.0,1000,100.0,flip,,,,,,4,45,900,900.0,0.0,0.003,37,137
P05,BuscaTabu,20.0,1000,100.0,flip,,,,,,5,46,900,900.0,0.0,0.0028,37,137
P05,BuscaTabu,20.0,1000,100.0,swap,,,,,,1,42,858,900.0,4.666666666666667,0.0001,0,0
P05,BuscaTabu,20.0,1000,100.0,swap,,,,,,2,43,858,900.0,4.666666666666667,0.0,0,0
P05,BuscaTabu,20.0,1000,100.0,swap,,,,,,3,44,858,900.0,4.666666666666667,0.0,0,0
P05,BuscaTabu,20.0,1000,100.0,swap,,,,,,4,45,858,900.0,4.666666666666667,0.0,0,0
P05,BuscaTabu,20.0,1000,100.0,swap,,,,,,5,46,858,900.0,4.666666666666667,0.0,0,0
P05,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,1,42,900,900.0,0.0,0.0339,2,100
P05,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,2,43,900,900.0,0.0,0.0475,10,100
P05,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,3,44,900,900.0,0.0,0.0444,1,100
P05,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,4,45,900,900.0,0.0,0.0441,1,100
P05,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,5,46,900,900.0,0.0,0.037,4,100
P05,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,1,42,900,900.0,0.0,0.018,2,100
P05,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,2,43,900,900.0,0.0,0.019,3,100
P05,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,3,44,900,900.0,0.0,0.0176,3,100
P05,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,4,45,900,900.0,0.0,0.0173,1,100
P05,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,5,46,900,900.0,0.0,0.0183,10,100
P05,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,1,42,900,900.0,0.0,0.0177,7,100
P05,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,2,43,900,900.0,0.0,0.0176,8,100
P05,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,3,44,900,900.0,0.0,0.0174,7,100
P05,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,4,45,900,900.0,0.0,0.0174,3,100
P05,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,5,46,900,900.0,0.0,0.0175,12,100
P05,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,1,42,900,900.0,0.0,0.0175,2,100
P05,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,2,43,900,900.0,0.0,0.0175,4,100
P05,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,3,44,900,900.0,0.0,0.0174,7,100
P05,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,4,45,900,900.0,0.0,0.0174,3,100
P05,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,5,46,900,900.0,0.0,0.0178,18,100
P05,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,1,42,900,900.0,0.0,0.0159,2,100
P05,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,2,43,900,900.0,0.0,0.0162,4,100
P05,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,3,44,900,900.0,0.0,0.0158,4,100
P05,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,4,45,900,900.0,0.0,0.0161,4,100
P05,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,5,46,900,900.0,0.0,0.0159,5,100
P05,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,1,42,900,900.0,0.0,0.0158,2,100
P05,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,2,43,900,900.0,0.0,0.0163,4,100
P05,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,3,44,900,900.0,0.0,0.0157,4,100
P05,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,4,45,900,900.0,0.0,0.0159,3,100
P05,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,5,46,900,900.0,0.0,0.0158,4,100
P05,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,1,42,900,900.0,0.0,0.0517,2,300
P05,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,2,43,900,900.0,0.0,0.0541,10,300
P05,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,3,44,900,900.0,0.0,0.0515,1,300
P05,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,4,45,900,900.0,0.0,0.0552,1,300
P05,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,5,46,900,900.0,0.0,0.054,4,300
P05,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,1,42,900,900.0,0.0,0.0535,2,300
P05,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,2,43,900,900.0,0.0,0.0533,3,300
P05,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,3,44,900,900.0,0.0,0.0511,3,300
P05,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,4,45,900,900.0,0.0,0.0515,1,300
P05,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,5,46,900,900.0,0.0,0.0516,10,300
P05,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,1,42,900,900.0,0.0,0.052,7,300
P05,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,2,43,900,900.0,0.0,0.0519,8,300
P05,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,3,44,900,900.0,0.0,0.0521,7,300
P05,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,4,45,900,900.0,0.0,0.0524,3,300
P05,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,5,46,900,900.0,0.0,0.051,12,300
P05,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,1,42,900,900.0,0.0,0.0511,2,300
P05,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,2,43,900,900.0,0.0,0.0523,4,300
P05,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,3,44,900,900.0,0.0,0.0514,7,300
P05,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,4,45,900,900.0,0.0,0.0515,3,300
P05,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,5,46,900,900.0,0.0,0.0521,18,300
P05,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,1,42,900,900.0,0.0,0.0494,2,300
P05,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,2,43,900,900.0,0.0,0.0487,4,300
P05,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,3,44,900,900.0,0.0,0.048,4,300
P05,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,4,45,900,900.0,0.0,0.0489,4,300
P05,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,5,46,900,900.0,0.0,0.0467,5,300
P05,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,1,42,900,900.0,0.0,0.0464,2,300
P05,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,2,43,900,900.0,0.0,0.0465,4,300
P05,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,3,44,900,900.0,0.0,0.0459,4,300
P05,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,4,45,900,900.0,0.0,0.0492,3,300
P05,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,5,46,900,900.0,0.0,0.0467,4,300
P05,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,1,42,900,900.0,0.0,0.0556,1,100
P05,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,2,43,900,900.0,0.0,0.0534,5,100
P05,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,3,44,900,900.0,0.0,0.053,2,100
P05,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,4,45,900,900.0,0.0,0.0532,0,100
P05,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,5,46,900,900.0,0.0,0.0527,0,100
P05,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,1,42,900,900.0,0.0,0.0523,1,100
P05,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,2,43,900,900.0,0.0,0.0522,5,100
P05,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,3,44,900,900.0,0.0,0.0519,2,100
P05,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,4,45,900,900.0,0.0,0.0512,0,100
P05,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,5,46,900,900.0,0.0,0.0516,0,100
P05,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,1,42,900,900.0,0.0,0.0522,1,100
P05,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,2,43,900,900.0,0.0,0.0532,7,100
P05,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,3,44,900,900.0,0.0,0.0514,2,100
P05,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,4,45,900,900.0,0.0,0.0513,0,100
P05,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,5,46,900,900.0,0.0,0.0529,0,100
P05,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,1,42,900,900.0,0.0,0.0515,1,100
P05,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,2,43,900,900.0,0.0,0.0538,6,100
P05,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,3,44,900,900.0,0.0,0.0518,1,100
P05,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,4,45,900,900.0,0.0,0.0628,0,100
P05,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,5,46,900,900.0,0.0,0.0518,0,100
P05,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,1,42,900,900.0,0.0,0.0473,1,100
P05,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,2,43,900,900.0,0.0,0.0488,5,100
P05,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,3,44,900,900.0,0.0,0.046,1,100
P05,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,4,45,900,900.0,0.0,0.0461,0,100
P05,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,5,46,900,900.0,0.0,0.0449,0,100
P05,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,1,42,900,900.0,0.0,0.0471,1,100
P05,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,2,43,900,900.0,0.0,0.0476,6,100
P05,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,3,44,900,900.0,0.0,0.0475,1,100
P05,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,4,45,900,900.0,0.0,0.0451,0,100
P05,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,5,46,900,900.0,0.0,0.0452,0,100
P05,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,1,42,900,900.0,0.0,0.1719,1,300
P05,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,2,43,900,900.0,0.0,0.1526,5,300
P05,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,3,44,900,900.0,0.0,0.1526,2,300
P05,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,4,45,900,900.0,0.0,0.1534,0,300
P05,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,5,46,900,900.0,0.0,0.1512,0,300
P05,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,1,42,900,900.0,0.0,0.1529,1,300
P05,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,2,43,900,900.0,0.0,0.1718,5,300
P05,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,3,44,900,900.0,0.0,0.1677,2,300
P05,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,4,45,900,900.0,0.0,0.1515,0,300
P05,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,5,46,900,900.0,0.0,0.1622,0,300
P05,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,1,42,900,900.0,0.0,0.1509,1,300
P05,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,2,43,900,900.0,0.0,0.1505,7,300
P05,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,3,44,900,900.0,0.0,0.1525,2,300
P05,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,4,45,900,900.0,0.0,0.1538,0,300
P05,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,5,46,900,900.0,0.0,0.1495,0,300
P05,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,1,42,900,900.0,0.0,0.1514,1,300
P05,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,2,43,900,900.0,0.0,0.219,6,300
P05,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,3,44,900,900.0,0.0,0.1637,1,300
P05,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,4,45,900,900.0,0.0,0.1726,0,300
P05,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,5,46,900,900.0,0.0,0.15,0,300
P05,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,1,42,900,900.0,0.0,0.1501,1,300
P05,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,2,43,900,900.0,0.0,0.1357,5,300
P05,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,3,44,900,900.0,0.0,0.1351,1,300
P05,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,4,45,900,900.0,0.0,0.1322,0,300
P05,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,5,46,900,900.0,0.0,0.134,0,300
P05,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,1,42,900,900.0,0.0,0.1339,1,300
P05,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,2,43,900,900.0,0.0,0.1539,6,300
P05,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,3,44,900,900.0,0.0,0.1355,1,300
P05,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,4,45,900,900.0,0.0,0.1304,0,300
P05,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,5,46,900,900.0,0.0,0.1401,0,300
P06,BuscaTabu,10.0,500,100.0,flip,,,,,,1,42,1735,1735.0,0.0,0.0016,4,104
P06,BuscaTabu,10.0,500,100.0,flip,,,,,,2,43,1735,1735.0,0.0,0.0016,4,104
P06,BuscaTabu,10.0,500,100.0,flip,,,,,,3,44,1735,1735.0,0.0,0.0015,4,104
P06,BuscaTabu,10.0,500,100.0,flip,,,,,,4,45,1735,1735.0,0.0,0.0019,4,104
P06,BuscaTabu,10.0,500,100.0,flip,,,,,,5,46,1735,1735.0,0.0,0.0018,4,104
P06,BuscaTabu,10.0,500,100.0,swap,,,,,,1,42,1735,1735.0,0.0,0.0043,2,102
P06,BuscaTabu,10.0,500,100.0,swap,,,,,,2,43,1735,1735.0,0.0,0.0043,2,102
P06,BuscaTabu,10.0,500,100.0,swap,,,,,,3,44,1735,1735.0,0.0,0.0041,2,102
P06,BuscaTabu,10.0,500,100.0,swap,,,,,,4,45,1735,1735.0,0.0,0.0038,2,102
P06,BuscaTabu,10.0,500,100.0,swap,,,,,,5,46,1735,1735.0,0.0,0.0043,2,102
P06,BuscaTabu,10.0,1000,100.0,flip,,,,,,1,42,1735,1735.0,0.0,0.0014,4,104
P06,BuscaTabu,10.0,1000,100.0,flip,,,,,,2,43,1735,1735.0,0.0,0.0013,4,104
P06,BuscaTabu,10.0,1000,100.0,flip,,,,,,3,44,1735,1735.0,0.0,0.0015,4,104
P06,BuscaTabu,10.0,1000,100.0,flip,,,,,,4,45,1735,1735.0,0.0,0.0016,4,104
P06,BuscaTabu,10.0,1000,100.0,flip,,,,,,5,46,1735,1735.0,0.0,0.0014,4,104
P06,BuscaTabu,10.0,1000,100.0,swap,,,,,,1,42,1735,1735.0,0.0,0.0028,2,102
P06,BuscaTabu,10.0,1000,100.0,swap,,,,,,2,43,1735,1735.0,0.0,0.0027,2,102
P06,BuscaTabu,10.0,1000,100.0,swap,,,,,,3,44,1735,1735.0,0.0,0.0029,2,102
P06,BuscaTabu,10.0,1000,100.0,swap,,,,,,4,45,1735,1735.0,0.0,0.0029,2,102
P06,BuscaTabu,10.0,1000,100.0,swap,,,,,,5,46,1735,1735.0,0.0,0.0029,2,102
P06,BuscaTabu,20.0,500,100.0,flip,,,,,,1,42,1735,1735.0,0.0,0.0013,4,104
P06,BuscaTabu,20.0,500,100.0,flip,,,,,,2,43,1735,1735.0,0.0,0.0017,4,104
P06,BuscaTabu,20.0,500,100.0,flip,,,,,,3,44,1735,1735.0,0.0,0.0013,4,104
P06,BuscaTabu,20.0,500,100.0,flip,,,,,,4,45,1735,1735.0,0.0,0.0013,4,104
P06,BuscaTabu,20.0,500,100.0,flip,,,,,,5,46,1735,1735.0,0.0,0.0013,4,104
P06,BuscaTabu,20.0,500,100.0,swap,,,,,,1,42,1735,1735.0,0.0,0.003,2,102
P06,BuscaTabu,20.0,500,100.0,swap,,,,,,2,43,1735,1735.0,0.0,0.0029,2,102
P06,BuscaTabu,20.0,500,100.0,swap,,,,,,3,44,1735,1735.0,0.0,0.0029,2,102
P06,BuscaTabu,20.0,500,100.0,swap,,,,,,4,45,1735,1735.0,0.0,0.003,2,102
P06,BuscaTabu,20.0,500,100.0,swap,,,,,,5,46,1735,1735.0,0.0,0.0029,2,102
P06,BuscaTabu,20.0,1000,100.0,flip,,,,,,1,42,1735,1735.0,0.0,0.0018,4,104
P06,BuscaTabu,20.0,1000,100.0,flip,,,,,,2,43,1735,1735.0,0.0,0.0014,4,104
P06,BuscaTabu,20.0,1000,100.0,flip,,,,,,3,44,1735,1735.0,0.0,0.0015,4,104
P06,BuscaTabu,20.0,1000,100.0,flip,,,,,,4,45,1735,1735.0,0.0,0.0018,4,104
P06,BuscaTabu,20.0,1000,100.0,flip,,,,,,5,46,1735,1735.0,0.0,0.0019,4,104
P06,BuscaTabu,20.0,1000,100.0,swap,,,,,,1,42,1735,1735.0,0.0,0.0038,2,102
P06,BuscaTabu,20.0,1000,100.0,swap,,,,,,2,43,1735,1735.0,0.0,0.0033,2,102
P06,BuscaTabu,20.0,1000,100.0,swap,,,,,,3,44,1735,1735.0,0.0,0.0029,2,102
P06,BuscaTabu,20.0,1000,100.0,swap,,,,,,4,45,1735,1735.0,0.0,0.0035,2,102
P06,BuscaTabu,20.0,1000,100.0,swap,,,,,,5,46,1735,1735.0,0.0,0.0029,2,102
P06,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,1,42,1735,1735.0,0.0,0.0294,1,100
P06,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,2,43,1735,1735.0,0.0,0.0246,1,100
P06,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,3,44,1735,1735.0,0.0,0.0246,1,100
P06,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,4,45,1735,1735.0,0.0,0.0246,0,100
P06,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,5,46,1735,1735.0,0.0,0.0241,0,100
P06,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,1,42,1735,1735.0,0.0,0.0268,1,100
P06,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,2,43,1735,1735.0,0.0,0.0238,2,100
P06,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,3,44,1735,1735.0,0.0,0.024,1,100
