instancia,heuristica,tenure,max_iter_param,no_improve_param,neighborhood,n_particles,w,c1,c2,v_max,execucao,semente,melhor_valor,valor_otimo,gap_pct,tempo_s,iter_convergencia,total_iteracoes
P03,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,5,46,150,150.0,0.0,0.0235,1,100
P03,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,1,42,150,150.0,0.0,0.0255,0,100
P03,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,2,43,150,150.0,0.0,0.0252,1,100
P03,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,3,44,150,150.0,0.0,0.0237,0,100
P03,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,4,45,150,150.0,0.0,0.024,0,100
P03,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,5,46,150,150.0,0.0,0.0249,1,100
P03,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,1,42,150,150.0,0.0,0.0239,0,100
P03,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,2,43,150,150.0,0.0,0.0238,1,100
P03,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,3,44,150,150.0,0.0,0.0232,0,100
P03,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,4,45,150,150.0,0.0,0.0236,0,100
P03,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,5,46,150,150.0,0.0,0.0233,1,100
P03,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,1,42,150,150.0,0.0,0.0223,0,100
P03,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,2,43,150,150.0,0.0,0.0222,1,100
P03,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,3,44,150,150.0,0.0,0.0243,0,100
P03,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,4,45,150,150.0,0.0,0.0225,0,100
P03,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,5,46,150,150.0,0.0,0.0219,1,100
P03,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,1,42,150,150.0,0.0,0.0223,0,100
P03,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,2,43,150,150.0,0.0,0.0228,1,100
P03,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,3,44,150,150.0,0.0,0.0229,0,100
P03,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,4,45,150,150.0,0.0,0.0223,0,100
P03,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,5,46,150,150.0,0.0,0.0225,1,100
P03,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,1,42,150,150.0,0.0,0.0726,0,300
P03,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,2,43,150,150.0,0.0,0.0716,1,300
P03,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,3,44,150,150.0,0.0,0.07,0,300
P03,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,4,45,150,150.0,0.0,0.0706,0,300
P03,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,5,46,150,150.0,0.0,0.071,1,300
P03,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,1,42,150,150.0,0.0,0.0708,0,300
P03,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,2,43,150,150.0,0.0,0.0712,1,300
P03,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,3,44,150,150.0,0.0,0.0745,0,300
P03,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,4,45,150,150.0,0.0,0.0717,0,300
P03,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,5,46,150,150.0,0.0,0.071,1,300
P03,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,1,42,150,150.0,0.0,0.0705,0,300
P03,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,2,43,150,150.0,0.0,0.0859,1,300
P03,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,3,44,150,150.0,0.0,0.069,0,300
P03,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,4,45,150,150.0,0.0,0.0707,0,300
P03,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,5,46,150,150.0,0.0,0.0738,1,300
P03,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,1,42,150,150.0,0.0,0.0729,0,300
P03,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,2,43,150,150.0,0.0,0.0696,1,300
P03,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,3,44,150,150.0,0.0,0.0706,0,300
P03,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,4,45,150,150.0,0.0,0.0706,0,300
P03,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,5,46,150,150.0,0.0,0.0731,1,300
P03,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,1,42,150,150.0,0.0,0.0648,0,300
P03,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,2,43,150,150.0,0.0,0.0699,1,300
P03,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,3,44,150,150.0,0.0,0.0641,0,300
P03,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,4,45,150,150.0,0.0,0.0647,0,300
P03,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,5,46,150,150.0,0.0,0.0652,1,300
P03,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,1,42,150,150.0,0.0,0.0768,0,300
P03,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,2,43,150,150.0,0.0,0.0667,1,300
P03,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,3,44,150,150.0,0.0,0.0656,0,300
P03,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,4,45,150,150.0,0.0,0.0697,0,300
P03,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,5,46,150,150.0,0.0,0.0659,1,300
P03,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,1,42,150,150.0,0.0,0.0712,0,100
P03,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,2,43,150,150.0,0.0,0.0703,0,100
P03,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,3,44,150,150.0,0.0,0.0742,0,100
P03,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,4,45,150,150.0,0.0,0.1697,0,100
P03,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,5,46,150,150.0,0.0,0.0888,0,100
P03,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,1,42,150,150.0,0.0,0.0724,0,100
P03,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,2,43,150,150.0,0.0,0.071,0,100
P03,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,3,44,150,150.0,0.0,0.0705,0,100
P03,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,4,45,150,150.0,0.0,0.0729,0,100
P03,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,5,46,150,150.0,0.0,0.0738,0,100
P03,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,1,42,150,150.0,0.0,0.0701,0,100
P03,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,2,43,150,150.0,0.0,0.0715,0,100
P03,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,3,44,150,150.0,0.0,0.0717,0,100
P03,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,4,45,150,150.0,0.0,0.0726,0,100
P03,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,5,46,150,150.0,0.0,0.0714,0,100
P03,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,1,42,150,150.0,0.0,0.08,0,100
P03,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,2,43,150,150.0,0.0,0.1117,0,100
P03,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,3,44,150,150.0,0.0,0.1767,0,100
P03,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,4,45,150,150.0,0.0,0.1101,0,100
P03,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,5,46,150,150.0,0.0,0.0812,0,100
P03,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,1,42,150,150.0,0.0,0.0879,0,100
P03,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,2,43,150,150.0,0.0,0.0698,0,100
P03,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,3,44,150,150.0,0.0,0.0712,0,100
P03,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,4,45,150,150.0,0.0,0.0875,0,100
P03,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,5,46,150,150.0,0.0,0.0751,0,100
P03,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,1,42,150,150.0,0.0,0.0712,0,100
P03,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,2,43,150,150.0,0.0,0.0668,0,100
P03,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,3,44,150,150.0,0.0,0.0978,0,100
P03,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,4,45,150,150.0,0.0,0.0916,0,100
P03,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,5,46,150,150.0,0.0,0.0661,0,100
P03,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,1,42,150,150.0,0.0,0.2177,0,300
P03,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,2,43,150,150.0,0.0,0.2228,0,300
P03,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,3,44,150,150.0,0.0,0.263,0,300
P03,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,4,45,150,150.0,0.0,0.2309,0,300
P03,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,4.0,5,46,150,150.0,0.0,0.2117,0,300
P03,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,1,42,150,150.0,0.0,0.2099,0,300
P03,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,2,43,150,150.0,0.0,0.2234,0,300
P03,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,3,44,150,150.0,0.0,0.2146,0,300
P03,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,4,45,150,150.0,0.0,0.2143,0,300
P03,PSO_Binario,,300,,,100.0,0.4,2.0,2.0,6.0,5,46,150,150.0,0.0,0.2098,0,300
P03,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,1,42,150,150.0,0.0,0.2155,0,300
P03,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,2,43,150,150.0,0.0,0.2119,0,300
P03,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,3,44,150,150.0,0.0,0.2133,0,300
P03,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,4,45,150,150.0,0.0,0.2111,0,300
P03,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,4.0,5,46,150,150.0,0.0,0.2137,0,300
P03,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,1,42,150,150.0,0.0,0.2168,0,300
P03,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,2,43,150,150.0,0.0,0.2115,0,300
P03,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,3,44,150,150.0,0.0,0.2141,0,300
P03,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,4,45,150,150.0,0.0,0.2097,0,300
P03,PSO_Binario,,300,,,100.0,0.7,2.0,2.0,6.0,5,46,150,150.0,0.0,0.2122,0,300
P03,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,1,42,150,150.0,0.0,0.2032,0,300
P03,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,2,43,150,150.0,0.0,0.1927,0,300
P03,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,3,44,150,150.0,0.0,0.1965,0,300
P03,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,4,45,150,150.0,0.0,0.2007,0,300
P03,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,4.0,5,46,150,150.0,0.0,0.1967,0,300
P03,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,1,42,150,150.0,0.0,0.208,0,300
P03,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,2,43,150,150.0,0.0,0.1982,0,300
P03,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,3,44,150,150.0,0.0,0.2028,0,300
P03,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,4,45,150,150.0,0.0,0.201,0,300
P03,PSO_Binario,,300,,,100.0,0.9,2.0,2.0,6.0,5,46,150,150.0,0.0,0.1983,0,300
P04,BuscaTabu,10.0,500,100.0,flip,,,,,,1,42,105,107.0,1.8691588785046727,0.0019,4,104
P04,BuscaTabu,10.0,500,100.0,flip,,,,,,2,43,105,107.0,1.8691588785046727,0.0016,4,104
P04,BuscaTabu,10.0,500,100.0,flip,,,,,,3,44,105,107.0,1.8691588785046727,0.0016,4,104
P04,BuscaTabu,10.0,500,100.0,flip,,,,,,4,45,105,107.0,1.8691588785046727,0.0019,4,104
P04,BuscaTabu,10.0,500,100.0,flip,,,,,,5,46,105,107.0,1.8691588785046727,0.0019,4,104
P04,BuscaTabu,10.0,500,100.0,swap,,,,,,1,42,105,107.0,1.8691588785046727,0.0034,1,101
P04,BuscaTabu,10.0,500,100.0,swap,,,,,,2,43,105,107.0,1.8691588785046727,0.0035,1,101
P04,BuscaTabu,10.0,500,100.0,swap,,,,,,3,44,105,107.0,1.8691588785046727,0.0035,1,101
P04,BuscaTabu,10.0,500,100.0,swap,,,,,,4,45,105,107.0,1.8691588785046727,0.0036,1,101
P04,BuscaTabu,10.0,500,100.0,swap,,,,,,5,46,105,107.0,1.8691588785046727,0.0037,1,101
P04,BuscaTabu,10.0,1000,100.0,flip,,,,,,1,42,105,107.0,1.8691588785046727,0.0019,4,104
P04,BuscaTabu,10.0,1000,100.0,flip,,,,,,2,43,105,107.0,1.8691588785046727,0.002,4,104
P04,BuscaTabu,10.0,1000,100.0,flip,,,,,,3,44,105,107.0,1.8691588785046727,0.002,4,104
P04,BuscaTabu,10.0,1000,100.0,flip,,,,,,4,45,105,107.0,1.8691588785046727,0.002,4,104
P04,BuscaTabu,10.0,1000,100.0,flip,,,,,,5,46,105,107.0,1.8691588785046727,0.002,4,104
P04,BuscaTabu,10.0,1000,100.0,swap,,,,,,1,42,105,107.0,1.8691588785046727,0.0034,1,101
P04,BuscaTabu,10.0,1000,100.0,swap,,,,,,2,43,105,107.0,1.8691588785046727,0.0034,1,101
P04,BuscaTabu,10.0,1000,100.0,swap,,,,,,3,44,105,107.0,1.8691588785046727,0.0035,1,101
P04,BuscaTabu,10.0,1000,100.0,swap,,,,,,4,45,105,107.0,1.8691588785046727,0.0029,1,101
P04,BuscaTabu,10.0,1000,100.0,swap,,,,,,5,46,105,107.0,1.8691588785046727,0.0025,1,101
P04,BuscaTabu,20.0,500,100.0,flip,,,,,,1,42,105,107.0,1.8691588785046727,0.0013,4,104
P04,BuscaTabu,20.0,500,100.0,flip,,,,,,2,43,105,107.0,1.8691588785046727,0.0013,4,104
P04,BuscaTabu,20.0,500,100.0,flip,,,,,,3,44,105,107.0,1.8691588785046727,0.0013,4,104
P04,BuscaTabu,20.0,500,100.0,flip,,,,,,4,45,105,107.0,1.8691588785046727,0.0013,4,104
P04,BuscaTabu,20.0,500,100.0,flip,,,,,,5,46,105,107.0,1.8691588785046727,0.0014,4,104
P04,BuscaTabu,20.0,500,100.0,swap,,,,,,1,42,105,107.0,1.8691588785046727,0.0026,1,101
P04,BuscaTabu,20.0,500,100.0,swap,,,,,,2,43,105,107.0,1.8691588785046727,0.0029,1,101
P04,BuscaTabu,20.0,500,100.0,swap,,,,,,3,44,105,107.0,1.8691588785046727,0.0025,1,101
P04,BuscaTabu,20.0,500,100.0,swap,,,,,,4,45,105,107.0,1.8691588785046727,0.0029,1,101
P04,BuscaTabu,20.0,500,100.0,swap,,,,,,5,46,105,107.0,1.8691588785046727,0.0026,1,101
P04,BuscaTabu,20.0,1000,100.0,flip,,,,,,1,42,105,107.0,1.8691588785046727,0.0016,4,104
P04,BuscaTabu,20.0,1000,100.0,flip,,,,,,2,43,105,107.0,1.8691588785046727,0.0017,4,104
P04,BuscaTabu,20.0,1000,100.0,flip,,,,,,3,44,105,107.0,1.8691588785046727,0.0017,4,104
P04,BuscaTabu,20.0,1000,100.0,flip,,,,,,4,45,105,107.0,1.8691588785046727,0.0019,4,104
P04,BuscaTabu,20.0,1000,100.0,flip,,,,,,5,46,105,107.0,1.8691588785046727,0.0014,4,104
P04,BuscaTabu,20.0,1000,100.0,swap,,,,,,1,42,105,107.0,1.8691588785046727,0.0036,1,101
P04,BuscaTabu,20.0,1000,100.0,swap,,,,,,2,43,105,107.0,1.8691588785046727,0.003,1,101
P04,BuscaTabu,20.0,1000,100.0,swap,,,,,,3,44,105,107.0,1.8691588785046727,0.0026,1,101
P04,BuscaTabu,20.0,1000,100.0,swap,,,,,,4,45,105,107.0,1.8691588785046727,0.0036,1,101
P04,BuscaTabu,20.0,1000,100.0,swap,,,,,,5,46,105,107.0,1.8691588785046727,0.0037,1,101
P04,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,1,42,107,107.0,0.0,0.0294,0,100
P04,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,2,43,107,107.0,0.0,0.027,0,100
P04,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,3,44,107,107.0,0.0,0.0408,0,100
P04,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,4,45,107,107.0,0.0,0.0257,0,100
P04,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,4.0,5,46,107,107.0,0.0,0.0253,1,100
P04,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,1,42,107,107.0,0.0,0.0243,0,100
P04,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,2,43,107,107.0,0.0,0.0256,0,100
P04,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,3,44,107,107.0,0.0,0.0241,0,100
P04,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,4,45,107,107.0,0.0,0.039,0,100
P04,PSO_Binario,,100,,,30.0,0.4,2.0,2.0,6.0,5,46,107,107.0,0.0,0.0292,1,100
P04,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,1,42,107,107.0,0.0,0.0255,0,100
P04,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,2,43,107,107.0,0.0,0.0265,0,100
P04,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,3,44,107,107.0,0.0,0.0263,0,100
P04,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,4,45,107,107.0,0.0,0.0267,0,100
P04,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,4.0,5,46,107,107.0,0.0,0.0266,1,100
P04,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,1,42,107,107.0,0.0,0.0264,0,100
P04,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,2,43,107,107.0,0.0,0.0258,0,100
P04,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,3,44,107,107.0,0.0,0.0254,0,100
P04,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,4,45,107,107.0,0.0,0.0263,0,100
P04,PSO_Binario,,100,,,30.0,0.7,2.0,2.0,6.0,5,46,107,107.0,0.0,0.0255,1,100
P04,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,1,42,107,107.0,0.0,0.0259,0,100
P04,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,2,43,107,107.0,0.0,0.0263,0,100
P04,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,3,44,107,107.0,0.0,0.0275,0,100
P04,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,4,45,107,107.0,0.0,0.0259,0,100
P04,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,4.0,5,46,107,107.0,0.0,0.0263,1,100
P04,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,1,42,107,107.0,0.0,0.027,0,100
P04,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,2,43,107,107.0,0.0,0.0385,0,100
P04,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,3,44,107,107.0,0.0,0.0275,0,100
P04,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,4,45,107,107.0,0.0,0.0269,0,100
P04,PSO_Binario,,100,,,30.0,0.9,2.0,2.0,6.0,5,46,107,107.0,0.0,0.0276,1,100
P04,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,1,42,107,107.0,0.0,0.0712,0,300
P04,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,2,43,107,107.0,0.0,0.0765,0,300
P04,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,3,44,107,107.0,0.0,0.0715,0,300
P04,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,4,45,107,107.0,0.0,0.0741,0,300
P04,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,4.0,5,46,107,107.0,0.0,0.0741,1,300
P04,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,1,42,107,107.0,0.0,0.0713,0,300
P04,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,2,43,107,107.0,0.0,0.0719,0,300
P04,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,3,44,107,107.0,0.0,0.0797,0,300
P04,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,4,45,107,107.0,0.0,0.0749,0,300
P04,PSO_Binario,,300,,,30.0,0.4,2.0,2.0,6.0,5,46,107,107.0,0.0,0.0722,1,300
P04,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,1,42,107,107.0,0.0,0.0784,0,300
P04,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,2,43,107,107.0,0.0,0.0764,0,300
P04,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,3,44,107,107.0,0.0,0.0758,0,300
P04,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,4,45,107,107.0,0.0,0.0779,0,300
P04,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,4.0,5,46,107,107.0,0.0,0.0771,1,300
P04,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,1,42,107,107.0,0.0,0.0778,0,300
P04,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,2,43,107,107.0,0.0,0.0763,0,300
P04,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,3,44,107,107.0,0.0,0.0766,0,300
P04,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,4,45,107,107.0,0.0,0.0771,0,300
P04,PSO_Binario,,300,,,30.0,0.7,2.0,2.0,6.0,5,46,107,107.0,0.0,0.0778,1,300
P04,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,1,42,107,107.0,0.0,0.0795,0,300
P04,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,2,43,107,107.0,0.0,0.082,0,300
P04,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,3,44,107,107.0,0.0,0.0794,0,300
P04,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,4,45,107,107.0,0.0,0.0776,0,300
P04,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,4.0,5,46,107,107.0,0.0,0.079,1,300
P04,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,1,42,107,107.0,0.0,0.0968,0,300
P04,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,2,43,107,107.0,0.0,0.083,0,300
P04,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,3,44,107,107.0,0.0,0.0832,0,300
P04,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,4,45,107,107.0,0.0,0.08,0,300
P04,PSO_Binario,,300,,,30.0,0.9,2.0,2.0,6.0,5,46,107,107.0,0.0,0.0815,1,300
P04,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,1,42,107,107.0,0.0,0.0738,0,100
P04,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,2,43,107,107.0,0.0,0.0731,0,100
P04,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,3,44,107,107.0,0.0,0.0728,0,100
P04,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,4,45,107,107.0,0.0,0.0764,0,100
P04,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,4.0,5,46,107,107.0,0.0,0.0786,0,100
P04,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,1,42,107,107.0,0.0,0.0732,0,100
P04,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,2,43,107,107.0,0.0,0.0739,0,100
P04,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,3,44,107,107.0,0.0,0.0747,0,100
P04,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,4,45,107,107.0,0.0,0.073,0,100
P04,PSO_Binario,,100,,,100.0,0.4,2.0,2.0,6.0,5,46,107,107.0,0.0,0.0733,0,100
P04,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,1,42,107,107.0,0.0,0.0809,0,100
P04,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,2,43,107,107.0,0.0,0.0826,0,100
P04,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,3,44,107,107.0,0.0,0.0769,0,100
P04,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,4,45,107,107.0,0.0,0.0779,0,100
P04,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,4.0,5,46,107,107.0,0.0,0.0796,0,100
P04,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,1,42,107,107.0,0.0,0.079,0,100
P04,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,2,43,107,107.0,0.0,0.0802,0,100
P04,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,3,44,107,107.0,0.0,0.0794,0,100
P04,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,4,45,107,107.0,0.0,0.0776,0,100
P04,PSO_Binario,,100,,,100.0,0.7,2.0,2.0,6.0,5,46,107,107.0,0.0,0.0776,0,100
P04,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,1,42,107,107.0,0.0,0.0821,0,100
P04,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,2,43,107,107.0,0.0,0.0816,0,100
P04,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,3,44,107,107.0,0.0,0.0813,0,100
P04,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,4,45,107,107.0,0.0,0.0843,0,100
P04,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,4.0,5,46,107,107.0,0.0,0.0804,0,100
P04,PSO_Binario,,100,,,100.0,0.9,2.0,2.0,6.0,1,42,107,107.0,0.0,0.0831,0,100
